Time,Elbow,Knee,Spine
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,53.14,15.305000000000001,92.43249999999999
17,47.58749999999999,18.84499999999999,87.97999999999999
18,45.97000000000001,19.9625,85.705
19,41.727500000000006,3.1700000000000017,71.64000000000001
20,43.09000000000001,2.7649999999999864,69.47749999999999
21,45.47999999999998,9.587499999999984,71.50749999999998
22,46.507499999999986,8.40250000000001,74.84749999999998
23,42.072499999999984,7.764999999999986,75.025
24,44.665,11.295000000000002,76.855
25,43.71749999999999,0,80.53750000000001
26,38.24999999999999,42.51249999999999,59.427499999999995
27,42.81749999999999,53.59749999999998,63.769999999999996
28,47.29749999999999,67.8325,64.72000000000001
29,46.90750000000001,82.8475,76.87999999999998
30,44.04,80.01249999999999,71.1025
31,46.5625,87.95000000000002,81.06249999999999
32,50.859999999999985,86.27749999999999,79.96749999999999
33,52.875000000000014,84.92,72.655
34,49.735000000000014,83.19500000000002,75.45000000000002
35,43.11,0,76.035
36,51.015000000000015,0,74.9025
37,53.06000000000002,0,77.15
38,52.714999999999996,0,77.25249999999998
39,50.64,0,74.19000000000001
40,51.469999999999985,16.355000000000004,63.572500000000005
41,41.93999999999999,0,77.58749999999999
42,48.919999999999995,0,83.91999999999999
43,46.385000000000005,0,82.07999999999998
44,47.63999999999999,0,89.70500000000001
45,45.13750000000002,0,88.85750000000002
46,45.01999999999999,0,88.4
47,40.59750000000001,0,81.04749999999999
48,47.15250000000001,43.92250000000001,58.702499999999986
49,48.535000000000004,61.88250000000001,62.250000000000014
50,51.122499999999995,90.92999999999999,75.71750000000002
51,25.427500000000016,0,53.56000000000002
52,8.234999999999992,0,0
53,0.4200000000000159,0,4.782499999999992
54,6.694999999999993,0,6.61999999999999
55,6.182499999999997,0,6.912500000000001
56,0,96.26750000000001,1.3250000000000028
57,1.2849999999999895,97.345,2.1699999999999875
58,2.372499999999995,97.9175,1.720000000000006
59,6.885000000000012,0,0.26250000000000995
60,1.1925000000000097,0,1.529999999999987
61,0,0,0
62,0,93.41499999999999,0
63,0,66.08250000000001,0
64,0,6.939999999999991,0
65,0,13.027499999999998,0
66,0,20.742499999999993,0
67,0,20.435000000000016,0
68,57.42750000000001,28.099999999999987,63.44249999999998
69,75.28500000000001,86.965,92.4025
70,74.45250000000001,91.28,91.295
71,65.5725,73.67,80.40500000000002
72,62.105,73.5725,75.21249999999999
73,0,55.45750000000002,67.84500000000001
74,0,84.575,77.7825
75,0,82.66749999999999,80.06
76,0,90.65249999999999,84.18500000000002
77,0,75.15250000000002,76.33749999999999
78,0,71.37499999999999,76.11
79,0,73.5425,74.94
80,0,78.4625,74.02000000000001
81,43.1175,8.425000000000011,66.16
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
