Time,Elbow,Knee,Spine
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,72.26500000000001,0,0
11,0,0,0
12,1.92499999999999,0,0
13,0,0,0
14,0,0,0
15,32.117499999999986,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,21.062499999999993,0,0
21,5.377499999999991,0,0
22,14.17249999999999,0,0
23,0,0,0
24,0,0,0
25,63.339999999999996,0,0
26,29.502500000000005,0,0
27,30.63749999999999,0,0
28,28.195000000000014,0,0
29,24.867500000000007,0,0
30,7.832499999999989,0,0
31,0,0,0
32,13.019999999999996,0,0
33,26.424999999999983,0,0
34,0,0,0
35,0,0,0
36,19.349999999999987,0,0
37,0.21999999999998465,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
