Time,Elbow,Knee,Spine
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,7.107500000000009,86.40999999999998
14,0,0,0
15,0,0,0
16,80.56249999999999,79.865,45.732500000000016
17,87.7975,0,0
18,85.88750000000002,0,13.47999999999999
19,82.11999999999999,0,0
20,76.6375,94.42499999999998,45.524999999999984
21,93.475,0,0
22,0,38.27750000000002,60.97249999999999
23,0,15.444999999999993,46.26999999999999
24,28.577499999999993,46.46000000000001,43.962499999999984
25,0,46.39500000000002,43.78250000000001
26,0,40.17499999999998,65.49499999999998
27,0,45.13999999999999,77.22999999999999
28,1.4174999999999827,0,0
29,5.700000000000003,0,0
30,5.457500000000017,0,0
31,9.922499999999985,0,0
32,9.480000000000004,83.05749999999999,0
33,11.095000000000006,64.16,99.7475
34,0,58.96249999999999,27.514999999999997
35,0,0,41.64249999999999
36,46.754999999999995,2.1699999999999875,23.505000000000003
37,90.42000000000002,0,73.0875
38,90.74750000000002,42.83249999999999,48.492500000000014
39,89.415,44.05999999999999,96.45
40,0,76.32249999999999,0
41,45.34749999999999,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,92.25000000000001,0,0
56,83.67999999999998,0,0
57,0,64.50500000000002,95.21249999999999
58,95.21999999999998,30.369999999999994,45.75500000000002
59,88.79249999999999,46.48,40.32499999999999
60,10.777500000000018,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,53.81750000000001,0,48.11499999999999
71,98.85249999999999,24.457500000000003,47.88499999999999
72,99.335,30.01999999999999,43.40499999999999
73,0,13.902500000000018,43.38000000000001
74,0,27.197500000000012,43.61750000000001
75,0,48.84,42.72500000000001
76,93.09,52.72500000000001,21.305000000000014
77,59.80499999999999,33.565000000000005,29.342499999999983
78,0,0,66.7275
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
