Time,Elbow,Knee,Spine
1,0,0,0
2,0,0,0
3,72.99499999999998,57.7525,35.9375
4,76.6,13.090000000000009,85.02749999999999
5,65.83500000000001,6.9624999999999915,94.08000000000001
6,2.8275000000000006,58.7875,68.56500000000001
7,0,0,88.23250000000002
8,0,72.24,89.0875
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,40.10249999999999,0,73.005
18,81.40250000000002,0,27.857500000000005
19,0,91.73249999999999,0
20,0,0,0
21,0,43.04500000000001,0
22,0,79.69750000000002,75.73499999999999
23,79.97749999999999,75.53750000000001,74.24
24,0,81.85,75.62999999999998
25,38.552500000000016,77.60000000000001,74.47749999999999
26,59.92249999999999,69.0475,63.562499999999986
27,61.17249999999999,70.365,67.27250000000001
28,59.55999999999999,66.995,64.88499999999998
29,63.344999999999985,66.32000000000002,63.062499999999986
30,59.0775,64.82,61.24500000000002
31,59.250000000000014,69.54499999999999,67.95750000000001
32,0,80.27000000000001,74.54999999999998
33,56.437500000000014,76.79749999999999,70.24000000000001
34,69.97749999999999,66.1975,66.62749999999998
35,75.32499999999999,72.80000000000001,75.41250000000001
36,75.53999999999999,71.0425,73.05499999999998
37,73.07500000000002,75.36000000000001,75.32250000000002
38,65.975,69.54499999999999,70.165
39,74.89000000000001,76.44500000000001,75.715
40,77.82000000000001,73.5875,79.57999999999998
41,44.26500000000001,95.54749999999999,0
42,0,98.36749999999998,89.80499999999999
43,69.62250000000002,76.20000000000002,77.63000000000002
44,85.65750000000001,75.75250000000001,80.4675
45,0,82.00500000000002,0
46,50.63749999999999,0,79.2775
47,51.27500000000001,79.835,71.70500000000001
48,95.37500000000001,82.57750000000001,76.06750000000002
49,0,85.14250000000001,76.215
50,0,85.2825,78.2
51,0,88.32750000000001,78.57
52,97.44250000000001,87.45000000000002,79.285
53,0,87.82250000000002,76.43499999999999
54,0,87.27499999999999,78.205
55,0,86.98499999999999,80.2675
56,98.38000000000001,90.63500000000002,86.1175
57,0,87.11999999999999,82.39999999999999
58,38.45749999999999,88.99750000000002,87.665
59,0,98.4525,85.56999999999998
60,17.83249999999999,93.07500000000002,80.75500000000002
61,0,95.4025,82.8875
62,29.985000000000003,89.61999999999999,76.49750000000002
63,61.95,97.41,88.0125
64,0,90.42249999999999,72.96500000000002
65,0,91.11999999999998,73.79
66,12.877499999999992,83.05749999999999,72.58500000000001
67,61.102500000000006,91.10749999999999,78.38000000000001
68,81.62500000000001,86.675,75.505
69,82.81749999999998,89.86,77.34749999999998
70,81.96750000000002,86.615,74.17750000000002
71,76.88500000000002,83.9425,71.87249999999999
72,78.5875,81.0425,71.385
73,84.0875,87.7525,77.38
74,60.71999999999999,87.76499999999999,77.4025
75,61.404999999999994,85.47249999999998,71.70500000000001
76,63.48749999999999,80.39500000000001,66.14750000000001
77,58.415,77.7825,64.61999999999999
78,74.22,80.09250000000002,66.57250000000002
79,37.62250000000002,76.1,62.937499999999986
80,67.44499999999998,81.6375,67.925
81,69.67749999999998,76.75249999999998,63.847500000000004
82,64.8225,76.0325,62.8875
83,75.48249999999999,78.645,64.99249999999999
84,85.4775,79.89000000000001,68.42749999999998
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
