Time,Elbow,Knee,Spine
1,0,58.260000000000005,0
2,0,60.917500000000004,0
3,0,52.414999999999985,90.45500000000001
4,0,46.96249999999999,84.83250000000001
5,0,72.88250000000002,0
6,0,0,0
7,0,0,91.4225
8,0,96.18500000000002,0
9,0,0,0
10,0,47.34000000000002,81.85
11,0,84.06500000000001,0
12,0,99.82500000000002,0
13,74.8075,59.727500000000006,0
14,0,99.28750000000001,0
15,48.1025,94.3375,0
16,0,67.33250000000001,76.72
17,0,77.76499999999999,71.47999999999999
18,0,48.93999999999998,43.622499999999995
19,0,61.18500000000002,63.9875
20,0,62.41250000000001,86.45
21,0,65.9625,94.57000000000001
22,0,89.00749999999998,0
23,91.73749999999998,78.83250000000001,0
24,87.4475,62.65999999999998,96.85749999999999
25,0,0,94.00749999999998
26,0,0,63.7875
27,0,0,55.107500000000016
28,0,0,73.79
29,0,0,85.69749999999999
30,0,0,0
31,0,70.4175,95.14500000000001
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
