Time,Elbow,Knee,Spine
1,0,47.422499999999985,93.4575
2,0,60.917500000000004,0
3,0,53.42999999999999,94.43750000000001
4,0,52.74000000000001,93.5575
5,0,53.90999999999998,94.415
6,0,0,94.71000000000001
7,0,0,0
8,0,93.9075,87.15499999999999
9,0,96.18500000000002,0
10,0,95.09250000000002,0
11,90.745,49.475000000000016,87.69500000000001
12,0,84.6725,0
13,0,99.82500000000002,0
14,74.36749999999999,60.13249999999999,0
15,0,0,0
16,80.50000000000001,0,0
17,0,77.08749999999999,89.45
18,0,53.664999999999985,48.26499999999999
19,0,66.56500000000001,64.07499999999999
20,0,62.92999999999999,89.34
21,0,67.19500000000001,93.0725
22,0,66.68749999999999,0
23,0,61.980000000000004,0
24,86.37499999999999,74.08000000000001,0
25,88.81250000000001,59.929999999999986,95.7725
26,0,0,89.22999999999999
27,0,0,77.68249999999998
28,0,0,55.727499999999985
29,0,0,71.87000000000002
30,0,0,87.66749999999999
31,0,0,0
32,0,90.765,93.93750000000001
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
