Time,Elbow,Knee,Spine
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,28.1175,35.512499999999996
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,87.48999999999998,0
15,0,78.85000000000001,0
16,70.61749999999999,49.61500000000001,38.75
17,98.09249999999999,70.9625,62.18250000000002
18,76.95750000000001,75.475,33.73999999999999
19,0,0,46.3025
20,0,71.30500000000002,62.47499999999999
21,0,68.38999999999999,49.05249999999999
22,51.592499999999994,80.2775,24.534999999999982
23,99.335,83.31499999999998,53.602500000000006
24,0,38.7725,89.0775
25,0,43.317499999999995,86.84249999999999
26,87.96500000000002,18.640000000000008,77.02750000000002
27,92.0525,28.320000000000004,69.61500000000001
28,84.80499999999999,23.607499999999995,76.49249999999998
29,0,0,0
30,60.9375,32.337500000000006,50.64499999999999
31,0,0,0
32,0,57.13000000000001,83.93249999999998
33,0,62.459999999999994,98.6175
34,0,79.15500000000002,89.6725
35,0,0,0
36,0,0,0
37,0,68.60499999999999,88.89250000000001
38,3.4299999999999997,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
