Time,Elbow,Knee,Spine
1,0,0,0
2,75.595,36.51,74.27250000000001
3,38.62500000000001,24.755000000000003,61.325
4,0,85.30499999999999,0
5,58.32000000000001,0,0
6,0,32.84749999999999,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,57.989999999999995,97.56499999999998,53.022500000000015
15,0,0,0
16,90.87250000000002,0,0
17,0,0,0
18,50.39999999999999,27.47,59.937499999999986
19,48.592499999999994,24.78249999999999,58.27000000000002
20,49.0775,17.86999999999999,62.322500000000005
21,0,27.785000000000014,76.63499999999999
22,0,12.689999999999984,63.165000000000006
23,39.28750000000001,20.070000000000014,84.95000000000002
24,26.747499999999995,20.877499999999998,77.41499999999999
25,57.25249999999998,27.1875,73.385
26,76.4725,26.995000000000005,71.7275
27,50.56750000000001,0,69.94499999999998
28,53.35999999999999,32.41,53.75
29,50.249999999999986,47.07000000000001,47.9025
30,73.12750000000001,44.05750000000001,63.8325
31,68.27750000000002,44.02000000000001,76.97
32,58.90250000000002,61.38249999999999,66.13250000000001
33,66.095,49.70749999999999,62.56499999999998
34,59.77750000000001,82.27250000000001,73.92499999999998
35,0,73.04249999999999,71.725
36,45.75500000000002,72.19750000000002,61.34000000000001
37,30.2375,83.2,73.29
38,85.14500000000001,87.7525,78.41999999999999
39,0,74.37999999999998,67.88250000000002
40,0,79.495,71.67999999999999
41,61.21500000000001,78.41999999999999,66.7175
42,55.83749999999999,82.93749999999999,70.10750000000002
43,54.375,79.2125,67.68499999999999
44,68.645,72.075,74.39
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
