1,102.897,138.259
2,103.633,138.221
4,79.202,149.972
5,81.453,131.455
6,81.629,153.053
7,123.797,116.415
8,96.226,135.283
10,121.163,128.521
11,102.427,146.401
12,77.035,133.161
13,86.032,133.451
14,100.321,135.257
15,50.769,143.562
17,98.002,121.366
18,144.18,167.691
