Time,Elbow,Knee,Spine
1,0,54.30749999999999,0
2,0,59.38500000000001,0
3,0,53.96249999999999,92.39999999999999
4,0,54.69500000000001,91.72999999999999
5,0,54.69500000000001,91.72999999999999
6,0,70.84499999999998,0
7,0,0,0
8,0,0,99.315
9,0,65.09,98.32999999999998
10,0,97.74249999999998,0
11,56.41749999999998,63.675,0
12,0,71.75750000000001,0
13,0,0,0
14,86.085,64.71499999999999,0
15,0,91.55750000000002,0
16,19.03500000000001,66.98499999999999,0
17,0,77.08749999999999,89.45
18,0,54.48499999999999,45.60749999999999
19,0,66.76749999999998,63.7925
20,0,63.592499999999994,87.75500000000001
21,0,69.86,94.60499999999999
22,0,82.10999999999999,0
23,91.73749999999998,78.83250000000001,0
24,84.0925,59.3375,94.70500000000001
25,0,0,88.30999999999999
26,0,0,64.1225
27,0,0,54.937499999999986
28,0,0,72.05999999999999
29,0,0,0
30,0,74.5225,91.29249999999999
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
